id_ordem;id_unico_peca;codigo_layout;qtd_cortada_no_layout;tempo_corte_segundos;id_fig;codigo_layout_pai
ORD10430840;160857049;RECOI21519L1-;1;0;1.CHAPA MDP BP 2F 15 MM BRAN-5417-270x105_0;5167I21517L1-
ORD10430840;160857050;RECOI21519L1-;1;0;1.CHAPA MDP BP 2F 15 MM BRAN-5417-270x105_0;5167I21517L1-
ORD10430840;160857051;RECOI21519L1-;1;0;1.CHAPA MDP BP 2F 15 MM BRAN-5417-270x105_0;5167I21517L1-
ORD10430840;160857052;RECOI21519L1-;1;0;1.CHAPA MDP BP 2F 15 MM BRAN-5417-270x105_0;5167I21517L1-
ORD10430840;160857053;RECOI21519L1-;1;0;1.CHAPA MDP BP 2F 15 MM BRAN-5417-270x105_0;5167I21517L1-
ORD10430840;160857048;RECOI21519L1-;1;0;1.CHAPA MDP BP 2F 15 MM BRAN-5417-270x105_0;5167I21517L1-
