id_ordem;id_unico_peca;codigo_layout;qtd_cortada_no_layout;tempo_corte_segundos
ORD9002212;146217137;RETRI193L9-;1;1.892636163
ORD9002212;146217138;RETRI193L9-;1;1.892636163
ORD9002212;146217139;RETRI193L9-;1;1.892636163
ORD9004769;146221614;RETRI193L9-;1;10.747469642
ORD9004769;146221615;RETRI193L9-;1;10.747469642
ORD9004769;146221616;RETRI193L9-;1;10.747469642
ORD9004772;146221624;RETRI193L9-;1;1.532134037
ORD9004771;146221620;RETRI193L9-;1;1.532134037
ORD9004771;146221621;RETRI193L9-;1;1.532134037
ORD9003919;146220133;RETRI193L9-;1;11.265691449
ORD9003919;146220134;RETRI193L9-;1;11.265691449
ORD9003918;146220132;RETRI193L9-;1;11.265691449
ORD9003138;146218678;RETRI193L9-;1;0.968849465
ORD9003138;146218679;RETRI193L9-;1;0.968849465
ORD9003138;146218680;RETRI193L9-;1;0.968849465
ORD9003298;146218955;RETRI193L9-;1;10.152641134
ORD9003298;146218956;RETRI193L9-;1;10.152641134
ORD9003298;146218957;RETRI193L9-;1;10.152641134
ORD9006260;146224097;RETRI193L9-;1;2.117949992
ORD9006260;146224098;RETRI193L9-;1;2.117949992
ORD9006260;146224099;RETRI193L9-;1;2.117949992
ORD9004583;146221325;RETRI193L9-;1;11.851507405
ORD9004583;146221326;RETRI193L9-;1;11.851507405
ORD9004583;146221327;RETRI193L9-;1;11.851507405
ORD9004752;146221588;RETRI193L9-;1;9.102678691
ORD9004752;146221589;RETRI193L9-;1;9.102678691
ORD9004752;146221590;RETRI193L9-;1;9.102678691
ORD9002784;146218144;RETRI193L9-;1;2.838954245
ORD9002784;146218145;RETRI193L9-;1;2.838954245
ORD9002784;146218146;RETRI193L9-;1;2.838954245
ORD9004589;146221341;RETRI193L9-;1;9.192804223
ORD9004588;146221339;RETRI193L9-;1;9.192804223
ORD9004588;146221340;RETRI193L9-;1;9.192804223
ORD9004784;146221644;RETRI193L9-;1;3.019205308
ORD9004784;146221645;RETRI193L9-;1;3.019205308
ORD9004784;146221646;RETRI193L9-;1;3.019205308
ORD9003917;146220130;RETRI193L10-;1;33.055617381
ORD9003917;146220131;RETRI193L10-;1;33.055617381
ORD9003138;146218681;RETRI193L10-;1;2.842783095
ORD9003138;146218682;RETRI193L10-;1;2.842783095
ORD9004583;146221328;RETRI193L10-;1;34.774509484
ORD9004583;146221329;RETRI193L10-;1;34.774509484
ORD9004465;146221040;RETRI193L10-;1;35.633955536
ORD9004465;146221041;RETRI193L10-;1;35.633955536
ORD9003683;146219724;RETRI193L10-;1;36.030622945
ORD9003683;146219725;RETRI193L10-;1;36.030622945
ORD9004563;146221287;RETRI193L10-;1;18.101256078
ORD9005315;146222450;RETRI193L10-;1;8.925016693
ORD9005315;146222451;RETRI193L10-;1;8.925016693
ORD9003938;146220206;RETRI193L10-;1;15.866696343
ORD9005190;146222264;RETRI193L10-;1;9.956351955
ORD9005190;146222265;RETRI193L10-;1;9.956351955
ORD9006262;146224101;RETRI193L10-;1;26.047826496
ORD9003682;146219723;RETRI193L10-;1;9.969574202
ORD9006261;146224100;RETRI193L10-;1;14.280026708
ORD9002201;146217121;RETRI193L10-;1;10.710020031
ORD9004781;146221640;RETRI193L10-;1;10.710020031
ORD9002594;146217836;RETRI193L10-;1;22.477819819
ORD9004156;146220534;RETRI193L10-;1;13.195802458
ORD9005314;146222449;RETRI193L10-;1;31.997837625
ORD9003238;146218833;RETRI193L10-;1;4.059229814
ORD9003186;146218748;RETRI193L10-;1;32.1036156
ORD9005300;146222425;RETRI193L10-;1;3.966674086
ORD9005612;146222957;RETRI193L10-;1;32.130060094
ORD9002291;146217293;RETRI193L10-;1;3.900562851
ORD9004876;146221807;RETRI193L10-;1;14.028804016
ORD9004876;146221808;RETRI193L10-;1;14.028804016
ORD9004780;146221639;RETRI193L10-;1;7.933348171
ORD9005277;146222391;RETRI193L10-;1;34.034063655
ORD9002506;146217681;RETRI193L10-;1;2.049448278
ORD9003654;146219675;RETRI193L10-;1;18.841701907
ORD9004470;146221049;RETRI193L10-;1;17.188921038
ORD9006464;146224418;RETRI193L10-;1;35.065398917
ORD9004608;146221375;RETRI193L10-;1;35.700066771
ORD9005619;146222970;RETRI193L11-;1;25.795425099
ORD9005619;146222971;RETRI193L11-;1;25.795425099
ORD9005619;146222972;RETRI193L11-;1;25.795425099
ORD9005618;146222969;RETRI193L11-;1;25.795425099
ORD9002460;146217608;RETRI193L11-;1;9.221864473
ORD9002460;146217609;RETRI193L11-;1;9.221864473
ORD9006714;146224875;RETRI193L11-;1;9.221864473
ORD9006713;146224874;RETRI193L11-;1;9.221864473
ORD9003545;146219478;RETRI193L11-;1;32.313606579
ORD9003545;146219479;RETRI193L11-;1;32.313606579
ORD9005287;146222404;RETRI193L11-;1;25.834118237
ORD9005287;146222405;RETRI193L11-;1;25.834118237
ORD9004791;146221655;RETRI193L11-;1;9.273455323
ORD9004791;146221656;RETRI193L11-;1;9.273455323
ORD9002594;146217837;RETRI193L11-;1;21.926111334
ORD9003353;146219061;RETRI193L11-;1;8.409308582
ORD9002481;146217645;RETRI193L11-;1;4.772153643
ORD9003373;146219098;RETRI193L11-;1;22.76446265
ORD9004784;146221647;RETRI193L11-;1;8.641467408
ORD9006710;146224870;RETRI193L11-;1;3.469484676
ORD9005093;146222129;RETRI193L11-;1;25.137641759
ORD9004778;146221636;RETRI193L11-;1;9.144478198
ORD9005093;146222128;RETRI193L11-;1;25.137641759
ORD9002494;146217665;RETRI193L11-;1;9.673284412
ORD9004663;146221469;RETRI193L11-;1;25.176334897
ORD9003145;146218693;RETRI193L11-;1;9.802261538
ORD9005035;146222052;RETRI193L11-;1;25.189232609
ORD9002493;146217664;RETRI193L11-;1;9.853852388
ORD9002501;146217674;RETRI193L11-;1;25.537470848
ORD9004778;146221635;RETRI193L11-;1;9.144478198
ORD9006201;146223934;RETRI193L11-;1;28.374967609
ORD9003527;146219448;RETRI193L11-;1;6.822889939
ORD9003674;146219703;RETRI193L11-;1;28.594228722
ORD9002307;146217319;RETRI193L11-;1;6.461753987
ORD9003298;146218958;RETRI193L11-;1;29.058546374
ORD9006263;146224102;RETRI193L11-;1;6.126413461
ORD9004769;146221617;RETRI193L11-;1;30.761044431
ORD9004771;146221622;RETRI193L11-;1;4.385222267
ORD9004790;146221654;RETRI193L11-;1;30.954510119
ORD9006711;146224871;RETRI193L11-;1;3.469484676
ORD9002472;146217633;RETRI193L11-;1;30.954510119
ORD9002291;146217294;RETRI193L11-;1;3.804825202
ORD9005623;146222977;RETRI193L12-;1;20.275113547
ORD9005623;146222978;RETRI193L12-;1;20.275113547
ORD9005623;146222979;RETRI193L12-;1;20.275113547
ORD9005623;146222980;RETRI193L12-;1;20.275113547
ORD9003606;146219574;RETRI193L12-;1;14.390853464
ORD9003606;146219575;RETRI193L12-;1;14.390853464
ORD9003606;146219576;RETRI193L12-;1;14.390853464
ORD9003606;146219577;RETRI193L12-;1;14.390853464
ORD9006718;146224880;RETRI193L12-;1;19.571560711
ORD9006718;146224881;RETRI193L12-;1;19.571560711
ORD9005320;146222462;RETRI193L12-;1;13.431463233
ORD9005320;146222463;RETRI193L12-;1;13.431463233
ORD9006552;146224542;RETRI193L12-;1;21.656635479
ORD9006552;146224543;RETRI193L12-;1;21.656635479
ORD9002498;146217669;RETRI193L12-;1;12.791869745
ORD9002498;146217670;RETRI193L12-;1;12.791869745
ORD9003654;146219676;RETRI193L12-;1;18.228414387
ORD9005299;146222423;RETRI193L12-;1;16.232882707
ORD9003687;146219730;RETRI193L12-;1;18.292373736
ORD9004475;146221059;RETRI193L12-;1;16.258466447
ORD9004598;146221356;RETRI193L12-;1;18.548211131
ORD9004475;146221058;RETRI193L12-;1;16.258466447
ORD9004221;146220669;RETRI193L12-;1;18.561003001
ORD9004475;146221057;RETRI193L12-;1;16.258466447
ORD9004375;146220859;RETRI193L12-;1;18.57379487
ORD9004475;146221056;RETRI193L12-;1;16.258466447
ORD9002489;146217658;RETRI193L12-;1;19.187804618
ORD9005937;146223488;RETRI193L12-;1;15.606081089
ORD9004576;146221313;RETRI193L12-;1;19.661103799
ORD9005625;146222985;RETRI193L12-;1;13.687300628
ORD9004220;146220668;RETRI193L12-;1;19.852981845
ORD9003144;146218692;RETRI193L12-;1;14.966487602
ORD9005623;146222982;RETRI193L12-;1;20.275113547
ORD9005625;146222984;RETRI193L12-;1;13.687300628
ORD9005623;146222981;RETRI193L12-;1;20.275113547
ORD9006269;146224111;RETRI193L12-;1;14.198975417
ORD9004599;146221357;RETRI193L12-;1;20.466991593
ORD9003606;146219573;RETRI193L12-;1;14.390853464
ORD9006702;146224846;RETRI193L12-;1;21.59267613
ORD9002497;146217668;RETRI193L12-;1;12.791869745
ORD9002593;146217835;RETRI193L12-;1;21.746178567
ORD9002499;146217671;RETRI193L12-;1;12.791869745
ORD9003938;146220207;RETRI193L13-;1;21.939888503
ORD9003938;146220208;RETRI193L13-;1;21.939888503
ORD9003938;146220209;RETRI193L13-;1;21.939888503
ORD9003938;146220210;RETRI193L13-;1;21.939888503
ORD9002946;146218424;RETRI193L13-;1;4.570810105
ORD9002946;146218425;RETRI193L13-;1;4.570810105
ORD9002257;146217224;RETRI193L13-;1;15.929273215
ORD9004578;146221317;RETRI193L13-;1;9.130193184
ORD9004578;146221318;RETRI193L13-;1;9.130193184
ORD9004578;146221319;RETRI193L13-;1;9.130193184
ORD9004578;146221320;RETRI193L13-;1;9.130193184
ORD9002257;146217221;RETRI193L13-;1;15.929273215
ORD9002257;146217222;RETRI193L13-;1;15.929273215
ORD9002257;146217223;RETRI193L13-;1;15.929273215
ORD9004593;146221346;RETRI193L13-;1;12.249771081
ORD9004592;146221344;RETRI193L13-;1;12.249771081
ORD9003916;146220128;RETRI193L13-;1;12.231487841
ORD9003916;146220129;RETRI193L13-;1;12.231487841
ORD9005945;146223512;RETRI193L13-;1;12.304620802
ORD9005945;146223513;RETRI193L13-;1;12.304620802
ORD9005945;146223514;RETRI193L13-;1;12.304620802
ORD9004593;146221345;RETRI193L13-;1;12.249771081
ORD9003390;146219131;RETRI193L13-;1;12.341187283
ORD9003389;146219129;RETRI193L13-;1;12.341187283
ORD9003389;146219130;RETRI193L13-;1;12.341187283
ORD9005945;146223511;RETRI193L13-;1;12.304620802
ORD9003388;146219128;RETRI193L13-;1;12.889684496
ORD9003989;146220278;RETRI193L13-;1;12.341187283
ORD9003391;146219132;RETRI193L13-;1;12.341187283
ORD9003937;146220204;RETRI193L13-;1;11.884106273
ORD9005942;146223503;RETRI193L13-;1;14.791141499
ORD9006205;146223939;RETRI193L13-;1;14.626592336
ORD9006204;146223938;RETRI193L13-;1;14.626592336
ORD9005939;146223494;RETRI193L13-;1;4.205145296
ORD9002475;146217636;RETRI193L13-;1;14.80942474
ORD9003838;146219973;RETRI193L13-;1;14.80942474
ORD9005942;146223502;RETRI193L13-;1;14.791141499
ORD9005939;146223493;RETRI193L13-;1;4.205145296
ORD9004770;146221618;RETRI193L13-;1;15.101956586
ORD9004770;146221619;RETRI193L13-;1;15.101956586
ORD9002308;146217320;RETRI193L13-;1;14.992257144
ORD9005939;146223492;RETRI193L13-;1;4.205145296
ORD9003834;146219966;RETRI193L13-;1;15.888135924
ORD9004779;146221637;RETRI193L13-;1;15.339638712
ORD9004779;146221638;RETRI193L13-;1;15.339638712
ORD9002309;146217321;RETRI193L13-;1;3.108150871
ORD9003836;146219970;RETRI193L13-;1;15.888135924
ORD9003835;146219967;RETRI193L13-;1;15.888135924
ORD9003835;146219968;RETRI193L13-;1;15.888135924
ORD9006206;146223940;RETRI193L13-;1;16.454916377
ORD9005274;146222382;RETRI193L13-;1;16.363500175
ORD9003836;146219969;RETRI193L13-;1;15.888135924
ORD9002496;146217667;RETRI193L13-;1;18.283240419
ORD9002495;146217666;RETRI193L13-;1;18.283240419
ORD9003388;146219127;RETRI193L13-;1;12.889684496
ORD9003938;146220213;RETRI193L13-;1;21.939888503
ORD9003938;146220214;RETRI193L13-;1;21.939888503
ORD9002286;146217266;RETRI193L13-;1;4.296561499
ORD9003938;146220211;RETRI193L13-;1;21.939888503
ORD9003938;146220212;RETRI193L13-;1;21.939888503
ORD9002953;146218434;RETRI193L13-;1;4.479393903
ORD9004726;146221539;RETRI193L13-;1;24.700657807
ORD9005937;146223490;RETRI193L13-;1;22.305553312
ORD9003925;146220182;RETRI193L13-;1;2.742486063
ORD9006186;146223870;RETRI193L13-;1;25.505120385
ORD9002949;146218429;RETRI193L13-;1;24.316709758
ORD9003654;146219678;RETRI193L13-;1;26.053617598
ORD9005937;146223489;RETRI193L13-;1;22.305553312
ORD9003654;146219677;RETRI193L13-;1;26.053617598
ORD9005299;146222424;RETRI193L13-;1;23.201432092
ORD9006053;146223678;RETRI193L14-;1;16.051128589
ORD9006053;146223679;RETRI193L14-;1;16.051128589
ORD9004600;146221359;RETRI193L14-;1;14.143603162
ORD9005776;146223241;RETRI193L14-;1;14.118789823
ORD9005204;146222282;RETRI193L14-;1;10.42160233
ORD9002303;146217313;RETRI193L14-;1;10.719362397
ORD9002303;146217314;RETRI193L14-;1;10.719362397
ORD9005204;146222283;RETRI193L14-;1;10.42160233
ORD9002783;146218143;RETRI193L14-;1;10.049402247
ORD9005296;146222419;RETRI193L14-;1;9.925335552
ORD9002302;146217308;RETRI193L14-;1;9.652388825
ORD9003837;146219971;RETRI193L14-;1;4.193454271
ORD9002288;146217288;RETRI193L14-;1;10.744175736
ORD9002288;146217289;RETRI193L14-;1;10.744175736
ORD9002421;146217500;RETRI193L14-;1;10.719362397
ORD9002303;146217310;RETRI193L14-;1;10.719362397
ORD9002303;146217311;RETRI193L14-;1;10.719362397
ORD9002303;146217312;RETRI193L14-;1;10.719362397
ORD9005318;146222457;RETRI193L14-;1;10.917869108
ORD9005318;146222458;RETRI193L14-;1;10.917869108
ORD9005318;146222459;RETRI193L14-;1;10.917869108
ORD9002288;146217285;RETRI193L14-;1;10.744175736
ORD9002288;146217286;RETRI193L14-;1;10.744175736
ORD9002288;146217287;RETRI193L14-;1;10.744175736
ORD9003150;146218700;RETRI193L14-;1;11.414135885
ORD9002473;146217634;RETRI193L14-;1;11.166002497
ORD9006202;146223935;RETRI193L14-;1;11.166002497
ORD9006202;146223936;RETRI193L14-;1;11.166002497
ORD9005318;146222455;RETRI193L14-;1;10.917869108
ORD9005318;146222456;RETRI193L14-;1;10.917869108
ORD9002592;146217833;RETRI193L14-;1;11.662269274
ORD9002592;146217834;RETRI193L14-;1;11.662269274
ORD9005313;146222447;RETRI193L14-;1;11.637455935
ORD9005313;146222448;RETRI193L14-;1;11.637455935
ORD9003150;146218699;RETRI193L14-;1;11.414135885
ORD9002492;146217661;RETRI193L14-;1;9.156122047
ORD9006203;146223937;RETRI193L14-;1;12.034469357
ORD9005302;146222427;RETRI193L14-;1;12.034469357
ORD9005302;146222428;RETRI193L14-;1;12.034469357
ORD9003250;146218868;RETRI193L14-;1;11.885589324
ORD9006263;146224103;RETRI193L14-;1;11.786335969
ORD9005939;146223496;RETRI193L14-;1;5.707067943
ORD9003847;146219988;RETRI193L14-;1;12.902936218
ORD9005778;146223244;RETRI193L14-;1;12.381856102
ORD9005778;146223245;RETRI193L14-;1;12.381856102
ORD9005059;146222085;RETRI193L14-;1;12.084096035
ORD9005059;146222086;RETRI193L14-;1;12.084096035
ORD9003138;146218684;RETRI193L14-;1;5.334867859
ORD9003400;146219145;RETRI193L14-;1;13.771403079
ORD9005628;146222989;RETRI193L14-;1;13.498456351
ORD9005628;146222990;RETRI193L14-;1;13.498456351
ORD9003527;146219449;RETRI193L14-;1;13.126256268
ORD9003847;146219987;RETRI193L14-;1;12.902936218
ORD9003932;146220198;RETRI193L14-;1;13.895469773
ORD9003931;146220195;RETRI193L14-;1;13.895469773
ORD9003931;146220196;RETRI193L14-;1;13.895469773
ORD9003400;146219144;RETRI193L14-;1;13.771403079
ORD9003250;146218867;RETRI193L14-;1;11.885589324
ORD9005776;146223242;RETRI193L14-;1;14.118789823
ORD9003841;146219979;RETRI193L14-;1;13.994723129
ORD9004590;146221342;RETRI193L14-;1;13.945096451
ORD9003932;146220197;RETRI193L14-;1;13.895469773
ORD9006665;146224792;RETRI193L14-;1;11.190815835
ORD9002956;146218439;RETRI193L14-;1;14.490989907
ORD9002956;146218440;RETRI193L14-;1;14.490989907
ORD9002956;146218441;RETRI193L14-;1;14.490989907
ORD9002956;146218442;RETRI193L14-;1;14.490989907
ORD9002481;146217646;RETRI193L14-;1;9.180935386
ORD9002787;146218153;RETRI193L14-;1;15.384270106
ORD9002790;146218157;RETRI193L14-;1;15.260203412
ORD9002956;146218437;RETRI193L14-;1;14.490989907
ORD9002956;146218438;RETRI193L14-;1;14.490989907
ORD9005939;146223495;RETRI193L14-;1;5.707067943
ORD9003402;146219148;RETRI193L14-;1;15.508336801
ORD9003402;146219149;RETRI193L14-;1;15.508336801
ORD9003402;146219150;RETRI193L14-;1;15.508336801
ORD9002788;146218154;RETRI193L14-;1;15.384270106
ORD9003138;146218683;RETRI193L14-;1;5.334867859
ORD9005943;146223506;RETRI193L14-;1;15.557963478
ORD9005943;146223507;RETRI193L14-;1;15.557963478
ORD9005943;146223508;RETRI193L14-;1;15.557963478
ORD9003402;146219147;RETRI193L14-;1;15.508336801
ORD9002309;146217322;RETRI193L14-;1;4.21826761
ORD9002786;146218152;RETRI193L14-;1;15.632403495
ORD9002784;146218147;RETRI193L14-;1;15.632403495
ORD9005943;146223504;RETRI193L14-;1;15.557963478
ORD9005943;146223505;RETRI193L14-;1;15.557963478
ORD9006178;146223854;RETRI193L14-;1;4.838601082
ORD9005762;146223218;RETRI193L14-;1;15.855723545
ORD9002786;146218149;RETRI193L14-;1;15.632403495
ORD9002786;146218150;RETRI193L14-;1;15.632403495
ORD9002786;146218151;RETRI193L14-;1;15.632403495
ORD9005025;146222038;RETRI193L14-;1;4.491214337
ORD9003935;146220202;RETRI193L14-;1;15.880536884
ORD9003934;146220201;RETRI193L14-;1;15.880536884
ORD9004785;146221648;RETRI193L14-;1;15.880536884
ORD9005762;146223217;RETRI193L14-;1;15.855723545
ORD9002506;146217682;RETRI193L14-;1;3.846067527
ORD9002789;146218155;RETRI193L14-;1;15.979790239
ORD9002789;146218156;RETRI193L14-;1;15.979790239
ORD9002952;146218432;RETRI193L14-;1;15.954976901
ORD9002952;146218433;RETRI193L14-;1;15.954976901
ORD9003392;146219133;RETRI193L14-;1;16.004603578
ORD9004597;146221355;RETRI193L14-;1;16.004603578
ORD9004596;146221353;RETRI193L14-;1;16.004603578
ORD9004596;146221354;RETRI193L14-;1;16.004603578
ORD9006250;146224038;RETRI193L14-;1;16.500870356
ORD9003937;146220205;RETRI193L14-;1;16.128670273
ORD9003141;146218688;RETRI193L14-;1;16.103856934
ORD9003141;146218689;RETRI193L14-;1;16.103856934
ORD9005745;146223181;RETRI193L15-;1;14.655988707
ORD9005745;146223182;RETRI193L15-;1;14.655988707
ORD9002302;146217309;RETRI193L15-;1;10.969080533
ORD9003401;146219146;RETRI193L15-;1;10.856287931
ORD9002492;146217662;RETRI193L15-;1;10.405117524
ORD9004771;146221623;RETRI193L15-;1;9.58737116
ORD9005939;146223497;RETRI193L15-;1;6.485574608
ORD9005939;146223498;RETRI193L15-;1;6.485574608
ORD9003837;146219972;RETRI193L15-;1;4.76548743
ORD9006705;146224863;RETRI193L15-;1;4.652694828
ORD9006705;146224864;RETRI193L15-;1;4.652694828
ORD9020353;146254817;RETRI193L15-;1;11.843223198
ORD9020353;146254818;RETRI193L15-;1;11.843223198
ORD9020353;146254819;RETRI193L15-;1;11.843223198
ORD9020353;146254820;RETRI193L15-;1;11.843223198
ORD9020107;146254187;RETRI193L15-;1;6.637139667
ORD9003374;146219099;RETRI193L15-;1;7.36676681
ORD9003374;146219100;RETRI193L15-;1;7.36676681
ORD9020132;146254249;RETRI193L15-;1;28.793836399
ORD9020085;146254130;RETRI193L15-;1;25.142175913
ORD9020132;146254250;RETRI193L15-;1;28.793836399
ORD9020085;146254131;RETRI193L15-;1;25.142175913
ORD9020084;146254128;RETRI193L15-;1;25.142175913
ORD9020084;146254129;RETRI193L15-;1;25.142175913
ORD9020339;146254717;RETRI193L15-;1;25.018809005
ORD9020339;146254718;RETRI193L15-;1;25.018809005
ORD9020313;146254669;RETRI193L15-;1;28.695142873
ORD9020313;146254670;RETRI193L15-;1;28.695142873
ORD9020320;146254680;RETRI193L15-;1;27.46147379
ORD9020320;146254681;RETRI193L15-;1;27.46147379
ORD9019881;146253687;RETRI193L15-;1;24.895442097
ORD9019881;146253688;RETRI193L15-;1;24.895442097
ORD9019881;146253689;RETRI193L15-;1;24.895442097
ORD9019881;146253690;RETRI193L15-;1;24.895442097
ORD9020324;146254688;RETRI193L15-;1;17.345387308
ORD9020323;146254686;RETRI193L15-;1;17.345387308
ORD9019760;146253460;RETRI193L15-;1;24.747401807
ORD9019760;146253461;RETRI193L15-;1;24.747401807
ORD9019970;146253864;RETRI193L15-;1;17.715488033
ORD9020340;146254719;RETRI193L15-;1;24.64870828
ORD9020340;146254720;RETRI193L15-;1;24.64870828
ORD9020340;146254721;RETRI193L15-;1;24.64870828
ORD9020340;146254722;RETRI193L15-;1;24.64870828
ORD9020096;146254155;RETRI193L15-;1;17.740161415
ORD9020096;146254156;RETRI193L15-;1;17.740161415
ORD9020089;146254139;RETRI193L16-;1;10.054006985
