Username,PanelID,Date,Start,End,FeedPanelEnd,FeedTime,Duration,Size,ProcessSide,Area,HoleCount,GrooveCount,MillCount,WorkArea,PositioningEnd,PositioningTime
,AFA00004182A,2025/04/29,01:47:07,01:47:23,01:47:10,1.685,13.291,789.5 x 50 x 18.3,XY1,.039,4,0,0,Default,01:47:08,.936
,AFA00004183A,2025/04/29,01:47:31,01:47:47,01:47:34,1.934,13.229,789.5 x 50 x 18.3,XY1,.039,4,0,0,Default,01:47:32,1.061
,AFA00004183A,2025/04/29,01:49:45,01:50:01,01:49:48,2.059,13.104,789.5 x 50 x 18.3,XY1,.039,4,0,0,Default,01:49:45,.811
,AFA00004182A,2025/04/29,01:50:18,01:50:33,01:50:20,1.810,13.120,789.5 x 50 x 18.3,XY1,.039,4,0,0,Default,01:50:18,.749
,AFA00004142A,2025/04/29,01:52:30,01:52:49,01:52:35,3.931,13.432,820 x 50 x 15.3,XY1,.041,4,0,0,Default,01:52:31,.811
,AFA00004150A,2025/04/29,01:52:55,01:53:15,01:53:00,4.118,14.976,820 x 50 x 15.3,XY1,.041,4,0,0,Default,01:52:56,.936
,AFA00004143A,2025/04/29,01:53:23,01:53:40,01:53:27,2.933,13.541,820 x 50 x 15.3,XY1,.041,4,0,0,Default,01:53:24,.811
,AFA00004142A,2025/04/29,01:54:15,01:54:33,01:54:19,3.931,13.354,820 x 50 x 15.3,XY1,.041,4,0,0,Default,01:54:15,.811
,AFA00004143A,2025/04/29,01:54:41,01:54:57,01:54:44,1.747,13.432,820 x 50 x 15.3,XY1,.041,4,0,0,Default,01:54:42,.811
,AFA00004142A,2025/04/29,01:55:06,01:55:23,01:55:10,2.870,13.166,820 x 50 x 15.3,XY1,.041,4,0,0,Default,01:55:07,.811
,AFA00004142A,2025/04/29,01:55:32,01:55:49,01:55:36,3.494,13.229,820 x 50 x 15.3,XY1,.041,4,0,0,Default,01:55:33,.827
,AFA00004149A,2025/04/29,01:55:58,01:56:16,01:56:03,4.181,13.291,820 x 50 x 15.3,XY1,.041,4,0,0,Default,01:55:59,.827
,AFA00004149A,2025/04/29,01:56:24,01:56:40,01:56:27,2.122,13.354,820 x 50 x 15.3,XY1,.041,4,0,0,Default,01:56:25,.936
,AFA00004150A,2025/04/29,01:56:46,01:57:03,01:56:49,2.246,13.494,820 x 50 x 15.3,XY1,.041,4,0,0,Default,01:56:47,.811
,GAV00041629A,2025/04/29,02:00:01,02:00:19,02:00:05,2.309,14.742,583.75 x 55.5 x 15.3,XY1,.032,8,0,0,Default,02:00:02,.811
,GAV00041630A,2025/04/29,02:00:28,02:00:44,02:00:31,1.435,12.854,583.75 x 55.5 x 15.3,XY1,.032,6,0,0,Default,02:00:29,.827
,GAV00041630A,2025/04/29,02:00:50,02:01:04,02:00:52,1.139,12.620,583.75 x 55.5 x 15.3,XY1,.032,6,0,0,Default,02:00:50,.811
,GAV00041629A,2025/04/29,02:01:12,02:01:28,02:01:14,1.186,14.352,583.75 x 55.5 x 15.3,XY1,.032,8,0,0,Default,02:01:13,.811
,GAV00041621A,2025/04/29,02:01:34,02:01:49,02:01:36,1.248,12.979,626 x 55.5 x 15.3,XY1,.035,6,0,0,Default,02:01:35,.811
,GAV00041620A,2025/04/29,02:02:05,02:02:22,02:02:07,1.310,14.617,626 x 55.5 x 15.3,XY1,.035,8,0,0,Default,02:02:06,.827
,GAV00041622A,2025/04/29,02:02:38,02:02:54,02:02:41,1.373,13.790,400 x 80 x 15.3,XY1,.032,4,1,0,Default,02:02:39,.952
,GAV00041631A,2025/04/29,02:03:31,02:03:47,02:03:34,1.435,13.432,400 x 80 x 15.3,XY1,.032,4,1,0,Default,02:03:32,1.123
,GAV00041631A,2025/04/29,02:04:20,02:04:35,02:04:22,1.061,13.229,400 x 80 x 15.3,XY1,.032,4,1,0,Default,02:04:20,.936
,GAV00041634A,2025/04/29,02:05:16,02:05:43,02:05:19,1.810,23.712,370 x 115.5 x 15.3,XY1,.043,12,0,0,Default,02:05:17,1.076
,GAV00041610A,2025/04/29,02:06:26,02:06:50,02:06:29,2.246,21.154,555.33 x 115.5 x 15.3,XY1,.064,12,0,0,Default,02:06:27,.998
,DIV00003553A,2025/04/29,02:07:11,02:07:36,02:07:20,7.613,16.910,343.5 x 128 x 15.3,XY1,.044,12,0,0,Default,02:07:12,.952
,DIV00003553A,2025/04/29,02:07:46,02:08:06,02:07:49,2.434,16.848,343.5 x 128 x 15.3,XY1,.044,12,0,0,Default,02:07:47,.998
,BAS00019897A,2025/04/29,02:09:12,02:10:23,02:09:17,3.182,66.019,669 x 367 x 15.3,XY1,.246,22,2,0,Default,02:09:13,1.622
,BAS00019897A,2025/04/29,02:10:48,02:11:05,02:10:52,3.058,12.854,669 x 367 x 15.3,XY1,.246,6,0,0,Default,02:10:49,1.513
,BASE X,2025/04/29,02:12:55,02:14:00,02:13:25,28.392,35.506,863.4 x 477.3 x 15.3,XY1,.412,19,0,0,Default,02:12:56,.936
,BASE X,2025/04/29,02:14:34,02:15:01,02:14:52,16.910,8.736,863.4 x 477.3 x 15.3,XY1,.412,3,0,0,Default,02:14:35,1.139
,LAT00025630A,2025/04/29,02:16:50,02:17:22,02:17:00,8.549,22.277,390 x 368 x 15.3,XY1,.144,10,1,0,Default,02:16:51,1.264
,LAT00025631A,2025/04/29,02:17:40,02:18:05,02:17:43,1.435,22.402,390 x 368 x 15.3,XY1,.144,10,1,0,Default,02:17:41,1.248
,BAS00019895A,2025/04/29,02:18:22,02:18:52,02:18:26,3.432,26.286,569 x 417 x 15.3,XY1,.237,12,1,0,Default,02:18:23,1.248
,LAT00025633A,2025/04/29,02:19:12,02:19:34,02:19:17,3.931,16.411,368 x 160 x 15.3,XY1,.059,8,1,0,Default,02:19:13,1.685
,LAT00025633A,2025/04/29,02:20:09,02:20:21,02:20:14,4.181,7.114,368 x 160 x 15.3,XY1,.059,2,0,0,Default,02:20:10,1.139
,LAT00025632A,2025/04/29,02:20:44,02:21:05,02:20:48,3.245,16.973,368 x 160 x 15.3,XY1,.059,8,1,0,Default,02:20:45,.998
,LAT00025632A,2025/04/29,02:21:33,02:21:45,02:21:37,2.746,7.176,368 x 160 x 15.3,XY1,.059,2,0,0,Default,02:21:35,1.186
,GAV00041957A,2025/04/29,02:23:51,02:24:09,02:23:53,1.747,15.974,884 x 60.5 x 15.3,XY1,.053,8,0,0,Default,02:23:52,.936
,GAV00041958A,2025/04/29,02:24:20,02:24:35,02:24:22,1.560,13.416,884 x 60.5 x 15.3,XY1,.053,6,0,0,Default,02:24:20,.577
,GAV00041957A,2025/04/29,02:24:42,02:25:01,02:24:45,1.685,16.162,884 x 60.5 x 15.3,XY1,.053,8,0,0,Default,02:24:43,1.014
,GAV00041970A,2025/04/29,02:25:11,02:25:25,02:25:13,1.061,12.917,740 x 55.15 x 15.3,XY1,.041,6,0,0,Default,02:25:11,.936
,GAV00041969A,2025/04/29,02:25:34,02:25:49,02:25:36,1.310,13.291,740 x 55.15 x 15.3,XY1,.041,6,0,0,Default,02:25:35,.936
,GAV00041965A,2025/04/29,02:25:56,02:26:08,02:25:59,2.059,9.360,717 x 70 x 15.3,XY1,.050,5,0,0,Default,02:25:57,.811
,GAV00041958A,2025/04/29,02:26:18,02:26:34,02:26:21,1.373,13.478,884 x 60.5 x 15.3,XY1,.053,6,0,0,Default,02:26:19,1.061
,GAV00041972A,2025/04/29,02:26:41,02:26:54,02:26:46,4.181,7.987,771 x 70 x 15.3,XY1,.054,5,0,0,Default,02:26:42,.811
,GAV00041823A,2025/04/29,02:30:10,02:30:26,02:30:13,1.810,13.229,610 x 55.5 x 15.3,XY1,.034,6,0,0,Default,02:30:11,.952
,GAV00041590A,2025/04/29,02:30:30,02:30:45,02:30:33,1.186,12.995,626 x 55.5 x 15.3,XY1,.035,6,0,0,Default,02:30:31,.827
,GAV00041589A,2025/04/29,02:31:04,02:31:22,02:31:07,1.373,14.789,626 x 55.5 x 15.3,XY1,.035,8,0,0,Default,02:31:05,1.061
,GAV00042186A,2025/04/29,02:31:29,02:31:45,02:31:31,1.622,13.432,812 x 55.5 x 15.3,XY1,.045,6,0,0,Default,02:31:30,.811
,GAV00041806A,2025/04/29,02:31:53,02:32:10,02:31:57,3.370,13.354,695.5 x 50.5 x 18.3,XY1,.035,6,0,0,Default,02:31:54,.936
,AFA00004136A,2025/04/29,02:32:15,02:32:31,02:32:18,1.435,13.541,820 x 50 x 18.3,XY1,.041,4,0,0,Default,02:32:16,.811
,AFA00004237A,2025/04/29,02:32:38,02:32:56,02:32:43,3.682,13.432,801 x 50 x 18.3,XY1,.040,4,0,0,Default,02:32:39,.936
,AFA00004135A,2025/04/29,02:33:01,02:33:18,02:33:04,2.184,13.978,820 x 50 x 18.3,XY1,.041,4,0,0,Default,02:33:02,.936
,GAV00041807A,2025/04/29,02:33:46,02:34:04,02:33:49,1.622,14.851,695.5 x 50.5 x 18.3,XY1,.035,8,0,0,Default,02:33:47,1.061
,AFA00004136A,2025/04/29,02:34:12,02:34:30,02:34:16,3.619,13.790,820 x 50 x 18.3,XY1,.041,4,0,0,Default,02:34:13,.686
,AFA00004136A,2025/04/29,02:34:37,02:34:54,02:34:41,3.182,13.416,820 x 50 x 18.3,XY1,.041,4,0,0,Default,02:34:37,.827
,GAV00042192A,2025/04/29,02:35:03,02:35:21,02:35:06,2.621,14.165,948 x 50.5 x 15.3,XY1,.048,6,0,0,Default,02:35:04,.936
,GAV00042163A,2025/04/29,02:35:38,02:35:57,02:35:41,2.059,16.364,952 x 55.5 x 15.3,XY1,.053,8,0,0,Default,02:35:39,.936
,GAV00042185A,2025/04/29,02:36:19,02:36:38,02:36:22,2.059,15.974,812 x 55.5 x 15.3,XY1,.045,8,0,0,Default,02:36:20,1.061
,GAV00042203A,2025/04/29,02:36:57,02:37:15,02:37:00,1.310,15.912,822 x 55.5 x 15.3,XY1,.046,8,0,0,Default,02:36:58,.936
,GAV00042204A,2025/04/29,02:37:25,02:37:41,02:37:27,1.685,13.182,822 x 55.5 x 15.3,XY1,.046,6,0,0,Default,02:37:26,.686
,GAV00042164A,2025/04/29,02:37:47,02:38:04,02:37:51,3.245,13.354,952 x 55.5 x 15.3,XY1,.053,6,0,0,Default,02:37:47,.749
,GAV00041760A,2025/04/29,02:41:32,02:41:52,02:41:35,1.810,16.536,327 x 50.5 x 18.3,XY1,.017,8,0,0,Default,02:41:33,1.498
,AFA00004245A,2025/04/29,02:41:57,02:42:10,02:41:59,1.498,10.936,280 x 50 x 18.3,XY1,.014,2,0,0,Default,02:41:58,.936
,AFA00004163A,2025/04/29,02:42:16,02:42:30,02:42:20,2.683,10.670,431.5 x 50 x 18.3,XY1,.022,2,0,0,Default,02:42:17,.998
,AFA00004135A,2025/04/29,02:42:36,02:42:53,02:42:40,2.870,13.229,820 x 50 x 18.3,XY1,.041,4,0,0,Default,02:42:37,.811
,AFA00004237A,2025/04/29,02:42:59,02:43:15,02:43:02,1.747,13.229,801 x 50 x 18.3,XY1,.040,4,0,0,Default,02:43:00,.936
,AFA00004174A,2025/04/29,02:43:21,02:43:35,02:43:24,1.310,11.419,492.5 x 50 x 18.3,XY1,.025,3,0,0,Default,02:43:22,.998
,AFA00004159A,2025/04/29,02:43:40,02:43:54,02:43:43,2.059,10.733,350 x 50 x 18.3,XY1,.018,2,0,0,Default,02:43:41,.936
,AFA00004136A,2025/04/29,02:44:00,02:44:17,02:44:04,2.558,13.291,820 x 50 x 18.3,XY1,.041,4,0,0,Default,02:44:01,.952
,GAV00041767A,2025/04/29,02:44:27,02:44:44,02:44:29,1.310,15.101,987.25 x 50.5 x 15.3,XY1,.050,6,0,0,Default,02:44:28,.686
,GAV00042191A,2025/04/29,02:45:05,02:45:22,02:45:07,1.435,14.976,948 x 50.5 x 15.3,XY1,.048,8,0,0,Default,02:45:06,1.139
,AFA00004163A,2025/04/29,02:45:32,02:45:48,02:45:34,1.373,13.744,431.5 x 50 x 18.3,XY1,.022,2,0,0,Default,02:45:33,.998
,AFA00004174A,2025/04/29,02:46:10,02:46:25,02:46:13,2.184,11.606,492.5 x 50 x 18.3,XY1,.025,3,0,0,Default,02:46:11,.811
,GAV00041750A,2025/04/29,02:46:44,02:47:02,02:46:46,.998,16.286,327 x 50.5 x 18.3,XY1,.017,8,0,0,Default,02:46:45,1.123
,GAV00041754A,2025/04/29,02:47:11,02:47:28,02:47:13,1.248,14.914,327 x 50.5 x 18.3,XY1,.017,6,0,0,Default,02:47:11,.686
,GAV00041759A,2025/04/29,02:47:35,02:47:51,02:47:36,.624,14.726,327 x 50.5 x 18.3,XY1,.017,6,0,0,Default,02:47:36,1.076
,GAV00041755A,2025/04/29,02:48:06,02:48:24,02:48:08,1.186,16.349,327 x 50.5 x 18.3,XY1,.017,8,0,0,Default,02:48:06,.936
,AFA00004245A,2025/04/29,02:48:30,02:48:44,02:48:33,1.747,10.811,280 x 50 x 18.3,XY1,.014,2,0,0,Default,02:48:31,.811
,GAV00041744A,2025/04/29,02:48:52,02:49:08,02:48:54,.936,14.851,327 x 50.5 x 18.3,XY1,.017,6,0,0,Default,02:48:53,1.061
,GAV00041749A,2025/04/29,02:49:15,02:49:32,02:49:17,.936,14.976,327 x 50.5 x 18.3,XY1,.017,6,0,0,Default,02:49:16,.936
,AFA00004178A,2025/04/29,02:49:37,02:49:51,02:49:40,1.747,11.232,492.5 x 50 x 18.3,XY1,.025,3,0,0,Default,02:49:38,.811
,AFA00004178A,2025/04/29,02:49:57,02:50:10,02:49:59,1.123,11.107,492.5 x 50 x 18.3,XY1,.025,3,0,0,Default,02:49:58,.811
,AFA00004159A,2025/04/29,02:50:16,02:50:29,02:50:18,2.059,10.795,350 x 50 x 18.3,XY1,.018,2,0,0,Default,02:50:16,.749
,BAS00020058A,2025/04/29,02:53:51,02:54:05,02:53:55,2.746,9.922,998.5 x 60 x 18.3,XY1,.060,2,0,0,Default,02:53:52,1.061
,AFA00004177A,2025/04/29,02:54:13,02:54:26,02:54:15,1.248,10.171,213 x 70 x 18.3,XY1,.015,2,0,0,Default,02:54:14,1.248
,TRA00018411A,2025/04/29,02:54:31,02:54:44,02:54:33,1.186,10.608,263 x 70 x 18.3,XY1,.018,2,0,0,Default,02:54:32,.811
,GAV00041745A,2025/04/29,02:55:01,02:55:19,02:55:03,1.061,16.411,327 x 50.5 x 18.3,XY1,.017,8,0,0,Default,02:55:02,1.061
,GAV00041766A,2025/04/29,02:55:38,02:56:00,02:55:41,1.747,18.283,987.25 x 50.5 x 15.3,XY1,.050,8,0,0,Default,02:55:40,1.123
,GAV00041767A,2025/04/29,02:56:09,02:56:25,02:56:12,1.622,13.666,987.25 x 50.5 x 15.3,XY1,.050,6,0,0,Default,02:56:10,1.061
,GAV00041766A,2025/04/29,02:56:35,02:56:53,02:56:38,1.685,15.038,987.25 x 50.5 x 15.3,XY1,.050,8,0,0,Default,02:56:36,.998
,AFA00004181A,2025/04/29,02:57:00,02:57:13,02:57:03,1.872,10.358,313 x 70 x 18.3,XY1,.022,2,0,0,Default,02:57:01,1.123
,AFA00004181A,2025/04/29,02:57:27,02:57:56,02:57:48,19.906,8.377,313 x 70 x 18.3,XY1,.022,2,0,0,Default,02:57:28,.811
,AFA00004177A,2025/04/29,02:58:03,02:58:15,02:58:04,.874,10.187,213 x 70 x 18.3,XY1,.015,2,0,0,Default,02:58:04,.811
,AFA00004177A,2025/04/29,02:58:20,02:58:32,02:58:21,.749,10.171,213 x 70 x 18.3,XY1,.015,2,0,0,Default,02:58:21,.811
,TRA00018410A,2025/04/29,02:58:38,02:58:55,02:58:45,5.990,10.187,263 x 70 x 18.3,XY1,.018,2,0,0,Default,02:58:39,.952
,AFA00004181A,2025/04/29,02:59:02,02:59:13,02:59:05,1.435,8.611,313 x 70 x 18.3,XY1,.022,2,0,0,Default,02:59:03,.936
,AFA00004181A,2025/04/29,02:59:20,02:59:30,02:59:21,.749,8.549,313 x 70 x 18.3,XY1,.022,2,0,0,Default,02:59:21,.936
,GAV00041968A,2025/04/29,02:59:40,03:00:07,02:59:45,3.806,22.214,450 x 80 x 15.3,XY1,.036,7,1,0,Default,02:59:41,.811
,GAV00041967A,2025/04/29,03:00:40,03:01:03,03:00:43,1.310,19.906,450 x 80 x 15.3,XY1,.036,7,1,0,Default,03:00:41,1.248
,AFA00004177A,2025/04/29,03:01:38,03:01:50,03:01:40,.811,10.062,213 x 70 x 18.3,XY1,.015,2,0,0,Default,03:01:39,1.310
,ROD00004781A,2025/04/29,03:02:52,03:03:22,03:03:01,7.550,20.842,2250 x 115 x 18.3,XY1,.259,3,0,0,Default,03:02:54,1.248
,TRA00018675A,2025/04/29,03:03:34,03:03:56,03:03:38,2.309,17.550,1747 x 70 x 18.3,XY1,.122,8,0,0,Default,03:03:36,1.388
,TRA00018675A,2025/04/29,03:04:02,03:04:23,03:04:06,2.122,17.222,1747 x 70 x 18.3,XY1,.122,8,0,0,Default,03:04:04,1.186
,AFA00004267A,2025/04/29,03:05:46,03:06:17,03:05:54,5.803,23.540,807.89 x 450 x 18.3,XY1,.364,24,0,0,Default,03:05:48,1.747
,AFA00004267A,2025/04/29,03:08:45,03:10:27,03:10:17,90.730,10.358,807.89 x 450 x 18.3,XY1,.364,12,0,0,Default,03:08:46,1.186
,AFA00004268A,2025/04/29,03:13:37,03:15:00,03:14:33,54.725,26.645,807.89 x 450 x 18.3,XY1,.364,24,0,0,Default,03:13:38,1.186
,AFA00004267A,2025/04/29,03:16:03,03:16:42,03:16:16,11.357,26.348,807.89 x 450 x 18.3,XY1,.364,24,0,0,Default,03:16:04,1.123
,AFA00004268A,2025/04/29,03:17:37,03:18:08,03:17:41,1.997,27.206,807.89 x 450 x 18.3,XY1,.364,24,0,0,Default,03:17:39,1.248
,AFA00004266A,2025/04/29,03:24:40,03:25:09,03:24:56,13.978,12.995,807.89 x 50 x 18.3,XY1,.040,4,0,0,Default,03:24:42,1.685
,AFA00004266A,2025/04/29,03:25:15,03:25:30,03:25:17,1.310,13.104,807.89 x 50 x 18.3,XY1,.040,4,0,0,Default,03:25:16,.686
,AFA00004269A,2025/04/29,03:25:52,03:26:26,03:26:17,24.274,9.048,727.44 x 70 x 18.3,XY1,.051,2,0,0,Default,03:25:53,.811
,AFA00004266A,2025/04/29,03:26:40,03:26:55,03:26:42,1.435,13.104,807.89 x 50 x 18.3,XY1,.040,4,0,0,Default,03:26:41,.686
,AFA00004269A,2025/04/29,03:27:07,03:27:20,03:27:08,1.061,11.357,727.44 x 70 x 18.3,XY1,.051,2,0,0,Default,03:27:07,.624
,AFA00004266A,2025/04/29,03:27:26,03:27:42,03:27:29,1.622,13.120,807.89 x 50 x 18.3,XY1,.040,4,0,0,Default,03:27:27,.952
,AFA00004270A,2025/04/29,03:27:48,03:28:00,03:27:51,1.622,9.048,727.06 x 70 x 18.3,XY1,.051,2,0,0,Default,03:27:49,.952
,AFA00004270A,2025/04/29,03:28:07,03:28:21,03:28:09,1.685,11.544,727.06 x 70 x 18.3,XY1,.051,2,0,0,Default,03:28:08,.811
,AFA00004269A,2025/04/29,03:28:31,03:28:42,03:28:33,.998,9.173,727.44 x 70 x 18.3,XY1,.051,2,0,0,Default,03:28:32,.811
,AFA00004270A,2025/04/29,03:28:48,03:28:59,03:28:50,1.186,9.064,727.06 x 70 x 18.3,XY1,.051,2,0,0,Default,03:28:48,.827
,AFA00004269A,2025/04/29,03:29:05,03:29:16,03:29:07,.874,9.298,727.44 x 70 x 18.3,XY1,.051,2,0,0,Default,03:29:06,.811
,AFA00004270A,2025/04/29,03:29:21,03:29:32,03:29:23,1.123,9.298,727.06 x 70 x 18.3,XY1,.051,2,0,0,Default,03:29:22,.811
,AFA00004244A,2025/04/29,03:31:45,03:31:59,03:31:50,3.869,8.939,586 x 70 x 18.3,XY1,.041,2,0,0,Default,03:31:46,.998
